"s1","s2"
0.0325269119345812,0.0325269119345812
0.0650538238691624,0.0650538238691624
0.0975807358037435,0.0975807358037435
0.130107647738325,0.130107647738325
0.162634559672906,0.162634559672906
0.195161471607487,0.195161471607487
0.227688383542068,0.227688383542068
0.260215295476649,0.260215295476649
0.292742207411231,0.292742207411231
0.325269119345812,0.325269119345812
0.357796031280393,0.357796031280393
0.390322943214974,0.390322943214974
0.422849855149555,0.422849855149555
0.455376767084137,0.455376767084137
0.487903679018718,0.487903679018718
0.520430590953299,0.520430590953299
0.55295750288788,0.55295750288788
0.585484414822461,0.585484414822461
0.618011326757043,0.618011326757043
0.650538238691624,0.650538238691624
0.676580233184438,0.688155952475715
0.687712449007875,0.732533330027413
0.682509670110401,0.777988901294855
0.661637988859867,0.818703159108079
0.629922766762747,0.851896066691748
0.591776383180732,0.877439712597165
0.54900642728346,0.894123695906705
0.50363957897624,0.901157436106441
0.457664736714469,0.900702176094379
0.412014027635955,0.895233525136206
0.36723250531514,0.884816777020613
0.323854845539158,0.869576304093813
0.282523160867544,0.849449205672022
0.243929737400589,0.824470096124754
0.208641405138661,0.79500584906419
0.177176451489097,0.761489212292209
0.149859871070427,0.724509281611058
0.126925725583327,0.684662878891001
0.10867155301217,0.642466954648311
0.0953341753356204,0.598468941106045
0.0946751631229677,0.552853681703939
0.113749225122917,0.511412562676578
0.148827879267855,0.482246242874488
0.193054162791495,0.471055977770192
0.238844348088304,0.467002806168309
0.283754980155535,0.457194422159101
0.327065674418622,0.441788156161143
0.368081709947911,0.421031130868234
0.407673710246975,0.397611699169152
0.447157562654545,0.374010392683146
0.486532431693728,0.350227710813007
0.52579748419372,0.326264156799423
0.565597940184977,0.303210436677198
0.606511416457733,0.282195257214143
0.648433587343656,0.263272205219359
0.691257555094273,0.246489532765906
0.736080977711867,0.236794621513386
0.78186515383934,0.239428959319776
0.825280793632307,0.254200984932973
0.863170840201773,0.280036520350558
0.894651560849372,0.313505745715777
0.920221234258299,0.351681872035779
0.939188361059498,0.393532474420299
0.95103999937819,0.43792575643687
0.957826406390893,0.483415203494534
0.961829546378061,0.529233540260475
0.963034554796459,0.575210633127094
0.961436957183594,0.621175758990312
0.957187334129861,0.6669732988236
0.950443739880245,0.712470528271963
0.941226289364597,0.757531737275629
0.929562476581465,0.80202251634546
0.913064532264321,0.844904876791671
0.889662748073633,0.884445179026516
0.860009293892529,0.919541498766049
0.824930563537397,0.94921575833225
0.785848772252553,0.973417342389274
0.743993370248424,0.992423352069743
0.700051420335883,1.00592180082451
0.654744236328116,1.01369110955745
0.608914803970844,1.01761156549026
0.562963652140555,1.01966058730093
0.516967168517031,1.01983476876314
0.471001816138134,1.01813382032339
0.42512916991415,1.0147412467835
0.379392907637491,1.00984190603449
0.333842508214337,1.00344109833503
0.288527249478673,0.9955457482773
0.243859219702568,0.984638619684661
0.200520081647663,0.96927901516914
0.158952420774723,0.949623789203318
0.119580731966803,0.925873663758857
0.0836224666732372,0.897261945560211
0.0525983485521499,0.863363105520911
0.027276763592235,0.82501672894738
0.00828486100104722,0.783172554954242
-0.00511247924461565,0.739188109676333
-0.0139042698026819,0.694056916795504
-0.0179968334470683,0.648259852753362
-0.0173465635873718,0.602284888901576
-0.013492165026882,0.556449180924426
-0.00797989314271866,0.510783182931338
-0.000816983831936603,0.465346840162194
0.00798716023529938,0.420199796391056
0.0201462381171697,0.375861657164526
0.0372653221646209,0.333192573199847
0.0591226002649171,0.292745408168724
0.0854348674860275,0.255044236320977
0.11537773361422,0.220142475381438
0.148195025624849,0.187928604242739
0.183646405915247,0.158638541351766
0.221472246124015,0.132486792631034
