0.012711,-0.031185
0.012683,-0.030283
0.012645,-0.029915
0.012645,-0.029915
0.012613,-0.029658
0.012557,-0.029258
0.012520,-0.028975
0.012477,-0.028538
0.012477,-0.028538
0.012457,-0.028074
0.012467,-0.027750
0.012546,-0.027248
0.012546,-0.027248
0.012754,-0.026780
0.012963,-0.026510
0.013342,-0.026108
0.013342,-0.026108
0.013762,-0.025697
0.014104,-0.025376
0.014612,-0.024940
0.014612,-0.024940
0.015142,-0.024543
0.015496,-0.024291
0.016026,-0.023957
0.016558,-0.023612
0.016558,-0.023612
0.016904,-0.023395
0.017429,-0.023081
0.017789,-0.022868
0.018338,-0.022542
0.018338,-0.022542
0.018893,-0.022210
0.019267,-0.021983
0.019826,-0.021640
0.020405,-0.021279
0.020405,-0.021279
0.020989,-0.020908
0.021580,-0.020522
0.021580,-0.020522
0.022183,-0.020128
0.022589,-0.019864
0.023205,-0.019463
0.023826,-0.019053
0.023826,-0.019053
0.024240,-0.018776
0.024858,-0.018363
0.025466,-0.017946
0.026088,-0.017517
0.026088,-0.017517
0.026502,-0.017229
0.027120,-0.016790
0.027525,-0.016495
0.027525,-0.016495
0.028120,-0.016052
0.028712,-0.015601
0.029102,-0.015298
0.029682,-0.014844
0.029682,-0.014844
0.030263,-0.014393
0.030841,-0.013958
0.031228,-0.013670
0.031228,-0.013670
0.031807,-0.013239
0.032383,-0.012813
0.032961,-0.012395
0.033341,-0.012124
0.050275,0.000155
0.050275,0.000155
0.050813,0.000618
0.051352,0.001073
0.051712,0.001371
0.051712,0.001371
0.052258,0.001812
0.052806,0.002248
0.053173,0.002531
0.053173,0.002531
0.053727,0.002941
0.054289,0.003339
0.054664,0.003596
0.055230,0.003968
0.055800,0.004328
0.055800,0.004328
0.056183,0.004564
0.056756,0.004914
0.056756,0.004914
0.057336,0.005258
0.057724,0.005485
0.058307,0.005825
0.058900,0.006172
0.058900,0.006172
0.059297,0.006402
0.059897,0.006752
0.060300,0.006989
0.060300,0.006989
0.060905,0.007342
0.061510,0.007699
0.061915,0.007943
0.061915,0.007943
0.062523,0.008315
0.063129,0.008699
0.063531,0.008955
0.064139,0.009349
0.064139,0.009349
0.064748,0.009749
0.065148,0.010018
0.065752,0.010431
0.065752,0.010431
0.066360,0.010855
0.066758,0.011135
0.067351,0.011557
0.067351,0.011557
